t,acc,,,,,,,,,,,,,,,,
45.56,-7.3,,,,,,,,,,,,,,,,
45.58,-7.7,,,,,,,,,,,,,,,,
45.60,-8.1,,,,,,,,,,,,,,,,
45.62,-11.6,,,,,,,,,,,,,,,,
45.64,-18.1,,,,,,,,,,,,,,,,
45.66,-25.4,,,,,,,,,,,,,,,,
45.68,-22.1,,,,,,,,,,,,,,,,
45.70,-4.4,,,,,,,,,,,,,,,,
45.72,22.5,,,,,,,,,,,,,,,,
45.74,36.0,,,,,,,,,,,,,,,,
45.76,43.2,,,,,,,,,,,,,,,,
45.78,45.3,,,,,,,,,,,,,,,,
45.80,47.3,,,,,,,,,,,,,,,,
45.82,43.6,,,,,,,,,,,,,,,,
45.84,32.4,,,,,,,,,,,,,,,,
45.86,22.3,,,,,,,,,,,,,,,,
45.88,10.5,,,,,,,,,,,,,,,,
45.90,-4.1,,,,,,,,,,,,,,,,
45.92,-17.7,,,,,,,,,,,,,,,,
45.94,-28.5,,,,,,,,,,,,,,,,
45.96,-32.1,,,,,,,,,,,,,,,,
45.98,-32.3,,,,,,,,,,,,,,,,
46.00,-19.9,,,,,,,,,,,,,,,,
46.02,0.5,,,,,,,,,,,,,,,,
46.04,15.4,,,,,,,,,,,,,,,,
46.06,18.7,,,,,,,,,,,,,,,,
46.08,8.1,,,,,,,,,,,,,,,,
46.10,-10.8,,,,,,,,,,,,,,,,
46.12,-27.8,,,,,,,,,,,,,,,,
46.14,-32.0,,,,,,,,,,,,,,,,
46.16,-29.1,,,,,,,,,,,,,,,,
46.18,-21.4,,,,,,,,,,,,,,,,
46.20,-14.5,,,,,,,,,,,,,,,,
46.22,-9.5,,,,,,,,,,,,,,,,
46.24,-8.1,,,,,,,,,,,,,,,,
46.26,-15.9,,,,,,,,,,,,,,,,
46.28,-19.8,,,,,,,,,,,,,,,,
46.30,-18.0,,,,,,,,,,,,,,,,
46.32,-19.0,,,,,,,,,,,,,,,,
46.34,-19.2,,,,,,,,,,,,,,,,
46.36,-17.7,,,,,,,,,,,,,,,,
46.38,-14.1,,,,,,,,,,,,,,,,
46.40,-13.7,,,,,,,,,,,,,,,,
46.42,-6.1,,,,,,,,,,,,,,,,
46.44,11.8,,,,,,,,,,,,,,,,
46.46,27.2,,,,,,,,,,,,,,,,
46.48,40.5,,,,,,,,,,,,,,,,
46.50,49.4,,,,,,,,,,,,,,,,
46.52,55.3,,,,,,,,,,,,,,,,
46.54,57.1,,,,,,,,,,,,,,,,
46.56,58.1,,,,,,,,,,,,,,,,
46.58,52.5,,,,,,,,,,,,,,,,
46.60,31.5,,,,,,,,,,,,,,,,
46.62,9.5,,,,,,,,,,,,,,,,
46.64,-10.3,,,,,,,,,,,,,,,,
46.66,-29.3,,,,,,,,,,,,,,,,
46.68,-43.6,,,,,,,,,,,,,,,,
46.70,-54.8,,,,,,,,,,,,,,,,
46.72,-58.1,,,,,,,,,,,,,,,,
46.74,-49.8,,,,,,,,,,,,,,,,
46.76,-29.3,,,,,,,,,,,,,,,,
46.78,-11.5,,,,,,,,,,,,,,,,
46.80,4.6,,,,,,,,,,,,,,,,
46.82,15.3,,,,,,,,,,,,,,,,
46.84,24.6,,,,,,,,,,,,,,,,
46.86,29.0,,,,,,,,,,,,,,,,
46.88,35.4,,,,,,,,,,,,,,,,
46.90,41.9,,,,,,,,,,,,,,,,
46.92,36.8,,,,,,,,,,,,,,,,
46.94,16.3,,,,,,,,,,,,,,,,
46.96,-2.0,,,,,,,,,,,,,,,,
46.98,-11.9,,,,,,,,,,,,,,,,
47.00,-18.5,,,,,,,,,,,,,,,,
47.02,-17.8,,,,,,,,,,,,,,,,
47.04,-8.1,,,,,,,,,,,,,,,,
47.06,4.0,,,,,,,,,,,,,,,,
47.08,11.3,,,,,,,,,,,,,,,,
47.10,10.2,,,,,,,,,,,,,,,,
47.12,0.5,,,,,,,,,,,,,,,,
47.14,-10.3,,,,,,,,,,,,,,,,
47.16,-14.5,,,,,,,,,,,,,,,,
47.18,-11.5,,,,,,,,,,,,,,,,
47.20,-1.5,,,,,,,,,,,,,,,,
47.22,10.7,,,,,,,,,,,,,,,,
47.24,17.9,,,,,,,,,,,,,,,,
47.26,17.1,,,,,,,,,,,,,,,,
47.28,2.3,,,,,,,,,,,,,,,,
47.30,-11.4,,,,,,,,,,,,,,,,
47.32,-20.4,,,,,,,,,,,,,,,,
47.34,-17.5,,,,,,,,,,,,,,,,
47.36,-1.7,,,,,,,,,,,,,,,,
47.38,15.9,,,,,,,,,,,,,,,,
47.40,25.9,,,,,,,,,,,,,,,,
47.42,25.5,,,,,,,,,,,,,,,,
47.44,10.4,,,,,,,,,,,,,,,,
47.46,-7.8,,,,,,,,,,,,,,,,
47.48,-17.5,,,,,,,,,,,,,,,,
47.50,-20.2,,,,,,,,,,,,,,,,
47.52,-15.9,,,,,,,,,,,,,,,,
47.54,-16.1,,,,,,,,,,,,,,,,
47.56,-16.2,,,,,,,,,,,,,,,,
47.58,-24.6,,,,,,,,,,,,,,,,
47.60,-29.6,,,,,,,,,,,,,,,,
47.62,-26.7,,,,,,,,,,,,,,,,
47.64,-21.5,,,,,,,,,,,,,,,,
47.66,-16.4,,,,,,,,,,,,,,,,
47.68,-13.0,,,,,,,,,,,,,,,,
47.70,-11.8,,,,,,,,,,,,,,,,
47.72,-11.0,,,,,,,,,,,,,,,,
47.74,-11.7,,,,,,,,,,,,,,,,
47.76,-19.4,,,,,,,,,,,,,,,,
47.78,-19.8,,,,,,,,,,,,,,,,
47.80,-16.5,,,,,,,,,,,,,,,,
47.82,-9.9,,,,,,,,,,,,,,,,
47.84,-5.8,,,,,,,,,,,,,,,,
47.86,-4.6,,,,,,,,,,,,,,,,
47.88,-6.7,,,,,,,,,,,,,,,,
47.90,-13.4,,,,,,,,,,,,,,,,
47.92,-16.3,,,,,,,,,,,,,,,,
47.94,-15.3,,,,,,,,,,,,,,,,
47.96,-12.8,,,,,,,,,,,,,,,,
47.98,-13.6,,,,,,,,,,,,,,,,
48.00,-16.5,,,,,,,,,,,,,,,,
48.02,-20.3,,,,,,,,,,,,,,,,
48.04,-21.4,,,,,,,,,,,,,,,,
48.06,-23.2,,,,,,,,,,,,,,,,
48.08,-28.5,,,,,,,,,,,,,,,,
48.10,-25.7,,,,,,,,,,,,,,,,
48.12,-19.8,,,,,,,,,,,,,,,,
48.14,-13.8,,,,,,,,,,,,,,,,
48.16,-8.0,,,,,,,,,,,,,,,,
48.18,4.8,,,,,,,,,,,,,,,,
48.20,18.3,,,,,,,,,,,,,,,,
48.22,28.7,,,,,,,,,,,,,,,,
48.24,33.7,,,,,,,,,,,,,,,,
48.26,27.6,,,,,,,,,,,,,,,,
48.28,9.4,,,,,,,,,,,,,,,,
48.30,-7.7,,,,,,,,,,,,,,,,
48.32,-16.9,,,,,,,,,,,,,,,,
48.34,-20.2,,,,,,,,,,,,,,,,
48.36,-23.3,,,,,,,,,,,,,,,,
48.38,-23.3,,,,,,,,,,,,,,,,
48.40,-11.4,,,,,,,,,,,,,,,,
48.42,4.5,,,,,,,,,,,,,,,,
48.44,25.2,,,,,,,,,,,,,,,,
48.46,38.9,,,,,,,,,,,,,,,,
48.48,47.3,,,,,,,,,,,,,,,,
48.50,52.2,,,,,,,,,,,,,,,,
48.52,50.9,,,,,,,,,,,,,,,,
48.54,46.0,,,,,,,,,,,,,,,,
48.56,42.9,,,,,,,,,,,,,,,,
48.58,42.9,,,,,,,,,,,,,,,,
48.60,46.3,,,,,,,,,,,,,,,,
48.62,46.0,,,,,,,,,,,,,,,,
48.64,36.5,,,,,,,,,,,,,,,,
48.66,25.4,,,,,,,,,,,,,,,,
48.68,15.6,,,,,,,,,,,,,,,,
48.70,13.2,,,,,,,,,,,,,,,,
48.72,10.8,,,,,,,,,,,,,,,,
48.74,4.9,,,,,,,,,,,,,,,,
48.76,2.6,,,,,,,,,,,,,,,,
48.78,2.4,,,,,,,,,,,,,,,,
48.80,1.8,,,,,,,,,,,,,,,,
48.82,-1.2,,,,,,,,,,,,,,,,
48.84,4.9,,,,,,,,,,,,,,,,
48.86,16.0,,,,,,,,,,,,,,,,
48.88,16.9,,,,,,,,,,,,,,,,
48.90,6.2,,,,,,,,,,,,,,,,
48.92,-5.6,,,,,,,,,,,,,,,,
48.94,-5.9,,,,,,,,,,,,,,,,
48.96,7.6,,,,,,,,,,,,,,,,
48.98,24.7,,,,,,,,,,,,,,,,
49.00,32.2,,,,,,,,,,,,,,,,
49.02,27.9,,,,,,,,,,,,,,,,
49.04,16.0,,,,,,,,,,,,,,,,
49.06,2.6,,,,,,,,,,,,,,,,
49.08,-6.3,,,,,,,,,,,,,,,,
49.10,-8.0,,,,,,,,,,,,,,,,
49.12,-8.5,,,,,,,,,,,,,,,,
49.14,-12.5,,,,,,,,,,,,,,,,
49.16,-20.1,,,,,,,,,,,,,,,,
49.18,-24.3,,,,,,,,,,,,,,,,
49.20,-23.4,,,,,,,,,,,,,,,,
49.22,-14.9,,,,,,,,,,,,,,,,
49.24,4.9,,,,,,,,,,,,,,,,
49.26,15.6,,,,,,,,,,,,,,,,
49.28,14.7,,,,,,,,,,,,,,,,
49.30,1.4,,,,,,,,,,,,,,,,
49.32,-11.2,,,,,,,,,,,,,,,,
49.34,-18.4,,,,,,,,,,,,,,,,
49.36,-18.7,,,,,,,,,,,,,,,,
49.38,-13.7,,,,,,,,,,,,,,,,
49.40,-9.4,,,,,,,,,,,,,,,,
49.42,-5.2,,,,,,,,,,,,,,,,
49.44,-2.3,,,,,,,,,,,,,,,,
49.46,-3.4,,,,,,,,,,,,,,,,
49.48,-9.4,,,,,,,,,,,,,,,,
49.50,-11.6,,,,,,,,,,,,,,,,
49.52,-10.4,,,,,,,,,,,,,,,,
49.54,-7.5,,,,,,,,,,,,,,,,
49.56,-14.1,,,,,,,,,,,,,,,,
49.58,-27.4,,,,,,,,,,,,,,,,
49.60,-29.7,,,,,,,,,,,,,,,,
49.62,-27.1,,,,,,,,,,,,,,,,
49.64,-21.9,,,,,,,,,,,,,,,,
49.66,-15.9,,,,,,,,,,,,,,,,
49.68,-11.0,,,,,,,,,,,,,,,,
49.70,-10.5,,,,,,,,,,,,,,,,
49.72,-11.6,,,,,,,,,,,,,,,,
49.74,-13.0,,,,,,,,,,,,,,,,
49.76,-13.7,,,,,,,,,,,,,,,,
49.78,-9.7,,,,,,,,,,,,,,,,
49.80,-9.3,,,,,,,,,,,,,,,,
49.82,-12.2,,,,,,,,,,,,,,,,
49.84,-12.8,,,,,,,,,,,,,,,,
49.86,-12.4,,,,,,,,,,,,,,,,
49.88,-11.2,,,,,,,,,,,,,,,,
49.90,-10.4,,,,,,,,,,,,,,,,
49.92,-7.1,,,,,,,,,,,,,,,,
49.94,-3.1,,,,,,,,,,,,,,,,
49.96,-0.3,,,,,,,,,,,,,,,,
49.98,-1.5,,,,,,,,,,,,,,,,
50.00,-4.7,,,,,,,,,,,,,,,,
50.02,-5.2,,,,,,,,,,,,,,,,
50.04,2.0,,,,,,,,,,,,,,,,
50.06,11.0,,,,,,,,,,,,,,,,
50.08,21.6,,,,,,,,,,,,,,,,
50.10,25.8,,,,,,,,,,,,,,,,
50.12,22.5,,,,,,,,,,,,,,,,
50.14,15.6,,,,,,,,,,,,,,,,
50.16,10.9,,,,,,,,,,,,,,,,
50.18,9.5,,,,,,,,,,,,,,,,
50.20,10.1,,,,,,,,,,,,,,,,
50.22,10.3,,,,,,,,,,,,,,,,
50.24,8.1,,,,,,,,,,,,,,,,
50.26,6.2,,,,,,,,,,,,,,,,
50.28,0.1,,,,,,,,,,,,,,,,
50.30,-9.3,,,,,,,,,,,,,,,,
50.32,-18.2,,,,,,,,,,,,,,,,
50.34,-26.8,,,,,,,,,,,,,,,,
50.36,-25.6,,,,,,,,,,,,,,,,
50.38,-21.0,,,,,,,,,,,,,,,,
50.40,-22.5,,,,,,,,,,,,,,,,
50.42,-18.3,,,,,,,,,,,,,,,,
50.44,-9.3,,,,,,,,,,,,,,,,
50.46,-3.4,,,,,,,,,,,,,,,,
50.48,1.1,,,,,,,,,,,,,,,,
50.50,1.7,,,,,,,,,,,,,,,,
50.52,1.1,,,,,,,,,,,,,,,,
50.54,1.8,,,,,,,,,,,,,,,,
50.56,5.2,,,,,,,,,,,,,,,,
50.58,4.0,,,,,,,,,,,,,,,,
50.60,-4.4,,,,,,,,,,,,,,,,
50.62,-12.1,,,,,,,,,,,,,,,,
50.64,-17.2,,,,,,,,,,,,,,,,
50.66,-16.1,,,,,,,,,,,,,,,,
50.68,-8.1,,,,,,,,,,,,,,,,
50.70,3.2,,,,,,,,,,,,,,,,
50.72,8.9,,,,,,,,,,,,,,,,
50.74,13.6,,,,,,,,,,,,,,,,
50.76,16.6,,,,,,,,,,,,,,,,
50.78,20.2,,,,,,,,,,,,,,,,
50.80,25.6,,,,,,,,,,,,,,,,
50.82,30.2,,,,,,,,,,,,,,,,
50.84,31.0,,,,,,,,,,,,,,,,
50.86,23.4,,,,,,,,,,,,,,,,
50.88,5.2,,,,,,,,,,,,,,,,
50.90,-7.5,,,,,,,,,,,,,,,,
50.92,-12.4,,,,,,,,,,,,,,,,
50.94,-12.0,,,,,,,,,,,,,,,,
50.96,-8.1,,,,,,,,,,,,,,,,
50.98,-0.6,,,,,,,,,,,,,,,,
51.00,0.0,,,,,,,,,,,,,,,,
51.02,0.0,,,,,,,,,,,,,,,,
51.04,0.0,,,,,,,,,,,,,,,,
51.06,0.0,,,,,,,,,,,,,,,,
51.08,0.0,,,,,,,,,,,,,,,,
51.10,0.0,,,,,,,,,,,,,,,,
51.12,0.0,,,,,,,,,,,,,,,,
51.14,0.0,,,,,,,,,,,,,,,,
51.16,0.0,,,,,,,,,,,,,,,,
51.18,0.0,,,,,,,,,,,,,,,,
51.20,0.0,,,,,,,,,,,,,,,,
51.22,0.0,,,,,,,,,,,,,,,,
51.24,0.0,,,,,,,,,,,,,,,,
51.26,0.0,,,,,,,,,,,,,,,,
51.28,0.0,,,,,,,,,,,,,,,,
51.30,0.0,,,,,,,,,,,,,,,,
51.32,0.0,,,,,,,,,,,,,,,,
51.34,0.0,,,,,,,,,,,,,,,,
51.36,0.0,,,,,,,,,,,,,,,,
51.38,0.0,,,,,,,,,,,,,,,,
51.40,0.0,,,,,,,,,,,,,,,,
51.42,0.0,,,,,,,,,,,,,,,,
51.44,0.0,,,,,,,,,,,,,,,,
51.46,0.0,,,,,,,,,,,,,,,,
51.48,0.0,,,,,,,,,,,,,,,,
51.50,0.0,,,,,,,,,,,,,,,,
51.52,0.0,,,,,,,,,,,,,,,,
51.54,0.0,,,,,,,,,,,,,,,,
51.56,0.0,,,,,,,,,,,,,,,,
51.58,0.0,,,,,,,,,,,,,,,,
51.60,0.0,,,,,,,,,,,,,,,,
51.62,0.0,,,,,,,,,,,,,,,,
51.64,0.0,,,,,,,,,,,,,,,,
51.66,0.0,,,,,,,,,,,,,,,,
51.68,0.0,,,,,,,,,,,,,,,,
51.70,0.0,,,,,,,,,,,,,,,,
51.72,0.0,,,,,,,,,,,,,,,,
51.74,0.0,,,,,,,,,,,,,,,,
51.76,0.0,,,,,,,,,,,,,,,,
51.78,0.0,,,,,,,,,,,,,,,,
51.80,0.0,,,,,,,,,,,,,,,,
51.82,0.0,,,,,,,,,,,,,,,,
51.84,0.0,,,,,,,,,,,,,,,,
51.86,0.0,,,,,,,,,,,,,,,,
51.88,0.0,,,,,,,,,,,,,,,,
51.90,0.0,,,,,,,,,,,,,,,,
51.92,0.0,,,,,,,,,,,,,,,,
51.94,0.0,,,,,,,,,,,,,,,,
51.96,0.0,,,,,,,,,,,,,,,,
51.98,0.0,,,,,,,,,,,,,,,,
52.00,0.0,,,,,,,,,,,,,,,,
52.02,0.0,,,,,,,,,,,,,,,,
52.04,0.0,,,,,,,,,,,,,,,,
52.06,0.0,,,,,,,,,,,,,,,,
52.08,0.0,,,,,,,,,,,,,,,,
52.10,0.0,,,,,,,,,,,,,,,,
52.12,0.0,,,,,,,,,,,,,,,,
52.14,0.0,,,,,,,,,,,,,,,,
52.16,0.0,,,,,,,,,,,,,,,,
52.18,0.0,,,,,,,,,,,,,,,,
52.20,0.0,,,,,,,,,,,,,,,,
52.22,0.0,,,,,,,,,,,,,,,,
52.24,0.0,,,,,,,,,,,,,,,,
52.26,0.0,,,,,,,,,,,,,,,,
52.28,0.0,,,,,,,,,,,,,,,,
52.30,0.0,,,,,,,,,,,,,,,,
52.32,0.0,,,,,,,,,,,,,,,,
52.34,0.0,,,,,,,,,,,,,,,,
52.36,0.0,,,,,,,,,,,,,,,,
52.38,0.0,,,,,,,,,,,,,,,,
52.40,0.0,,,,,,,,,,,,,,,,
52.42,0.0,,,,,,,,,,,,,,,,
52.44,0.0,,,,,,,,,,,,,,,,
52.46,0.0,,,,,,,,,,,,,,,,
52.48,0.0,,,,,,,,,,,,,,,,
52.50,0.0,,,,,,,,,,,,,,,,
52.52,0.0,,,,,,,,,,,,,,,,
52.54,0.0,,,,,,,,,,,,,,,,
52.56,0.0,,,,,,,,,,,,,,,,
52.58,0.0,,,,,,,,,,,,,,,,
52.60,0.0,,,,,,,,,,,,,,,,
52.62,0.0,,,,,,,,,,,,,,,,
52.64,0.0,,,,,,,,,,,,,,,,
52.66,0.0,,,,,,,,,,,,,,,,
52.68,0.0,,,,,,,,,,,,,,,,
52.70,0.0,,,,,,,,,,,,,,,,
52.72,0.0,,,,,,,,,,,,,,,,
52.74,0.0,,,,,,,,,,,,,,,,
52.76,0.0,,,,,,,,,,,,,,,,
52.78,0.0,,,,,,,,,,,,,,,,
52.80,0.0,,,,,,,,,,,,,,,,
52.82,0.0,,,,,,,,,,,,,,,,
52.84,0.0,,,,,,,,,,,,,,,,
52.86,0.0,,,,,,,,,,,,,,,,
52.88,0.0,,,,,,,,,,,,,,,,
52.90,0.0,,,,,,,,,,,,,,,,
52.92,0.0,,,,,,,,,,,,,,,,
52.94,0.0,,,,,,,,,,,,,,,,
52.96,0.0,,,,,,,,,,,,,,,,
52.98,0.0,,,,,,,,,,,,,,,,
53.00,0.0,,,,,,,,,,,,,,,,
53.02,0.0,,,,,,,,,,,,,,,,
53.04,0.0,,,,,,,,,,,,,,,,
53.06,0.0,,,,,,,,,,,,,,,,
53.08,0.0,,,,,,,,,,,,,,,,
53.10,0.0,,,,,,,,,,,,,,,,
53.12,0.0,,,,,,,,,,,,,,,,
53.14,0.0,,,,,,,,,,,,,,,,
53.16,0.0,,,,,,,,,,,,,,,,
53.18,0.0,,,,,,,,,,,,,,,,
53.20,0.0,,,,,,,,,,,,,,,,
53.22,0.0,,,,,,,,,,,,,,,,
53.24,0.0,,,,,,,,,,,,,,,,
53.26,0.0,,,,,,,,,,,,,,,,
53.28,0.0,,,,,,,,,,,,,,,,
53.30,0.0,,,,,,,,,,,,,,,,
53.32,0.0,,,,,,,,,,,,,,,,
53.34,0.0,,,,,,,,,,,,,,,,
53.36,0.0,,,,,,,,,,,,,,,,
53.38,0.0,,,,,,,,,,,,,,,,
53.40,0.0,,,,,,,,,,,,,,,,
53.42,0.0,,,,,,,,,,,,,,,,
53.44,0.0,,,,,,,,,,,,,,,,
53.46,0.0,,,,,,,,,,,,,,,,
53.48,0.0,,,,,,,,,,,,,,,,
53.50,0.0,,,,,,,,,,,,,,,,
53.52,0.0,,,,,,,,,,,,,,,,
53.54,0.0,,,,,,,,,,,,,,,,
53.56,0.0,,,,,,,,,,,,,,,,
53.58,0.0,,,,,,,,,,,,,,,,
53.60,0.0,,,,,,,,,,,,,,,,
53.62,0.0,,,,,,,,,,,,,,,,
53.64,0.0,,,,,,,,,,,,,,,,
53.66,0.0,,,,,,,,,,,,,,,,
53.68,0.0,,,,,,,,,,,,,,,,
53.70,0.0,,,,,,,,,,,,,,,,
53.72,0.0,,,,,,,,,,,,,,,,
53.74,0.0,,,,,,,,,,,,,,,,
53.76,0.0,,,,,,,,,,,,,,,,
53.78,0.0,,,,,,,,,,,,,,,,
53.80,0.0,,,,,,,,,,,,,,,,
53.82,0.0,,,,,,,,,,,,,,,,
53.84,0.0,,,,,,,,,,,,,,,,
53.86,0.0,,,,,,,,,,,,,,,,
53.88,0.0,,,,,,,,,,,,,,,,
53.90,0.0,,,,,,,,,,,,,,,,
53.92,0.0,,,,,,,,,,,,,,,,
53.94,0.0,,,,,,,,,,,,,,,,
53.96,0.0,,,,,,,,,,,,,,,,
53.98,0.0,,,,,,,,,,,,,,,,
54.00,0.0,,,,,,,,,,,,,,,,
54.02,0.0,,,,,,,,,,,,,,,,
54.04,0.0,,,,,,,,,,,,,,,,
54.06,0.0,,,,,,,,,,,,,,,,
54.08,0.0,,,,,,,,,,,,,,,,
54.10,0.0,,,,,,,,,,,,,,,,
54.12,0.0,,,,,,,,,,,,,,,,
54.14,0.0,,,,,,,,,,,,,,,,
54.16,0.0,,,,,,,,,,,,,,,,
54.18,0.0,,,,,,,,,,,,,,,,
54.20,0.0,,,,,,,,,,,,,,,,
54.22,0.0,,,,,,,,,,,,,,,,
54.24,0.0,,,,,,,,,,,,,,,,
54.26,0.0,,,,,,,,,,,,,,,,
54.28,0.0,,,,,,,,,,,,,,,,
54.30,0.0,,,,,,,,,,,,,,,,
54.32,0.0,,,,,,,,,,,,,,,,
54.34,0.0,,,,,,,,,,,,,,,,
54.36,0.0,,,,,,,,,,,,,,,,
54.38,0.0,,,,,,,,,,,,,,,,
54.40,0.0,,,,,,,,,,,,,,,,
54.42,0.0,,,,,,,,,,,,,,,,
54.44,0.0,,,,,,,,,,,,,,,,
54.46,0.0,,,,,,,,,,,,,,,,
54.48,0.0,,,,,,,,,,,,,,,,
54.50,0.0,,,,,,,,,,,,,,,,
54.52,0.0,,,,,,,,,,,,,,,,
54.54,0.0,,,,,,,,,,,,,,,,
54.56,0.0,,,,,,,,,,,,,,,,
54.58,0.0,,,,,,,,,,,,,,,,
54.60,0.0,,,,,,,,,,,,,,,,
54.62,0.0,,,,,,,,,,,,,,,,
54.64,0.0,,,,,,,,,,,,,,,,
54.66,0.0,,,,,,,,,,,,,,,,
54.68,0.0,,,,,,,,,,,,,,,,
54.70,0.0,,,,,,,,,,,,,,,,
54.72,0.0,,,,,,,,,,,,,,,,
54.74,0.0,,,,,,,,,,,,,,,,
54.76,0.0,,,,,,,,,,,,,,,,
54.78,0.0,,,,,,,,,,,,,,,,
54.80,0.0,,,,,,,,,,,,,,,,
54.82,0.0,,,,,,,,,,,,,,,,
54.84,0.0,,,,,,,,,,,,,,,,
54.86,0.0,,,,,,,,,,,,,,,,
54.88,0.0,,,,,,,,,,,,,,,,
54.90,0.0,,,,,,,,,,,,,,,,
54.92,0.0,,,,,,,,,,,,,,,,
54.94,0.0,,,,,,,,,,,,,,,,
54.96,0.0,,,,,,,,,,,,,,,,
54.98,0.0,,,,,,,,,,,,,,,,
55.00,0.0,,,,,,,,,,,,,,,,
55.02,0.0,,,,,,,,,,,,,,,,
55.04,0.0,,,,,,,,,,,,,,,,
55.06,0.0,,,,,,,,,,,,,,,,
55.08,0.0,,,,,,,,,,,,,,,,
55.10,0.0,,,,,,,,,,,,,,,,
55.12,0.0,,,,,,,,,,,,,,,,
55.14,0.0,,,,,,,,,,,,,,,,
55.16,0.0,,,,,,,,,,,,,,,,
55.18,0.0,,,,,,,,,,,,,,,,
55.20,0.0,,,,,,,,,,,,,,,,
55.22,0.0,,,,,,,,,,,,,,,,
55.24,0.0,,,,,,,,,,,,,,,,
55.26,0.0,,,,,,,,,,,,,,,,
55.28,0.0,,,,,,,,,,,,,,,,
55.30,0.0,,,,,,,,,,,,,,,,
55.32,0.0,,,,,,,,,,,,,,,,
55.34,0.0,,,,,,,,,,,,,,,,
55.36,0.0,,,,,,,,,,,,,,,,
55.38,0.0,,,,,,,,,,,,,,,,
55.40,0.0,,,,,,,,,,,,,,,,
55.42,0.0,,,,,,,,,,,,,,,,
55.44,0.0,,,,,,,,,,,,,,,,
55.46,0.0,,,,,,,,,,,,,,,,
55.48,0.0,,,,,,,,,,,,,,,,
55.50,0.0,,,,,,,,,,,,,,,,
55.52,0.0,,,,,,,,,,,,,,,,
55.54,0.0,,,,,,,,,,,,,,,,
55.56,0.0,,,,,,,,,,,,,,,,
55.58,0.0,,,,,,,,,,,,,,,,
55.60,0.0,,,,,,,,,,,,,,,,
55.62,0.0,,,,,,,,,,,,,,,,
55.64,0.0,,,,,,,,,,,,,,,,
55.66,0.0,,,,,,,,,,,,,,,,
55.68,0.0,,,,,,,,,,,,,,,,
55.70,0.0,,,,,,,,,,,,,,,,
55.72,0.0,,,,,,,,,,,,,,,,
55.74,0.0,,,,,,,,,,,,,,,,
55.76,0.0,,,,,,,,,,,,,,,,
55.78,0.0,,,,,,,,,,,,,,,,
55.80,0.0,,,,,,,,,,,,,,,,
55.82,0.0,,,,,,,,,,,,,,,,
55.84,0.0,,,,,,,,,,,,,,,,
55.86,0.0,,,,,,,,,,,,,,,,
55.88,0.0,,,,,,,,,,,,,,,,
55.90,0.0,,,,,,,,,,,,,,,,
55.92,0.0,,,,,,,,,,,,,,,,
55.94,0.0,,,,,,,,,,,,,,,,
55.96,0.0,,,,,,,,,,,,,,,,
55.98,0.0,,,,,,,,,,,,,,,,
56.00,0.0,,,,,,,,,,,,,,,,
56.02,0.0,,,,,,,,,,,,,,,,
56.04,0.0,,,,,,,,,,,,,,,,
56.06,0.0,,,,,,,,,,,,,,,,
56.08,0.0,,,,,,,,,,,,,,,,
56.10,0.0,,,,,,,,,,,,,,,,
56.12,0.0,,,,,,,,,,,,,,,,
56.14,0.0,,,,,,,,,,,,,,,,
56.16,0.0,,,,,,,,,,,,,,,,
56.18,0.0,,,,,,,,,,,,,,,,
56.20,0.0,,,,,,,,,,,,,,,,
56.22,0.0,,,,,,,,,,,,,,,,
56.24,0.0,,,,,,,,,,,,,,,,
56.26,0.0,,,,,,,,,,,,,,,,
56.28,0.0,,,,,,,,,,,,,,,,
56.30,0.0,,,,,,,,,,,,,,,,
56.32,0.0,,,,,,,,,,,,,,,,
56.34,0.0,,,,,,,,,,,,,,,,
56.36,0.0,,,,,,,,,,,,,,,,
56.38,0.0,,,,,,,,,,,,,,,,
56.40,0.0,,,,,,,,,,,,,,,,
56.42,0.0,,,,,,,,,,,,,,,,
56.44,0.0,,,,,,,,,,,,,,,,
56.46,0.0,,,,,,,,,,,,,,,,
56.48,0.0,,,,,,,,,,,,,,,,
56.50,0.0,,,,,,,,,,,,,,,,
56.52,0.0,,,,,,,,,,,,,,,,
56.54,0.0,,,,,,,,,,,,,,,,
56.56,0.0,,,,,,,,,,,,,,,,
56.58,0.0,,,,,,,,,,,,,,,,
56.60,0.0,,,,,,,,,,,,,,,,
56.62,0.0,,,,,,,,,,,,,,,,
56.64,0.0,,,,,,,,,,,,,,,,
56.66,0.0,,,,,,,,,,,,,,,,
56.68,0.0,,,,,,,,,,,,,,,,
56.70,0.0,,,,,,,,,,,,,,,,
56.72,0.0,,,,,,,,,,,,,,,,
56.74,0.0,,,,,,,,,,,,,,,,
56.76,0.0,,,,,,,,,,,,,,,,
56.78,0.0,,,,,,,,,,,,,,,,
56.80,0.0,,,,,,,,,,,,,,,,
56.82,0.0,,,,,,,,,,,,,,,,
56.84,0.0,,,,,,,,,,,,,,,,
56.86,0.0,,,,,,,,,,,,,,,,
56.88,0.0,,,,,,,,,,,,,,,,
56.90,0.0,,,,,,,,,,,,,,,,
56.92,0.0,,,,,,,,,,,,,,,,
56.94,0.0,,,,,,,,,,,,,,,,
56.96,0.0,,,,,,,,,,,,,,,,
56.98,0.0,,,,,,,,,,,,,,,,
57.00,0.0,,,,,,,,,,,,,,,,
57.02,0.0,,,,,,,,,,,,,,,,
57.04,0.0,,,,,,,,,,,,,,,,
