,,,,,,,上フランジ,,,,骨格曲線累積塑性歪,,下フランジ,,,,骨格曲線累積塑性歪,
Step,載荷Q,根元M,部材θ,累積変形角,θ(危険断面),M(危険断面),εn,σn ,εt,σt,Σεpt,Σεpst+,εn,σn,εt,σt,Σεpt,Σεpst+
16260,-514760,-1034.9773584558416,-0.014736508750825354,0.3107686715133738,-5.952293519532339E-05,-1024.672385043337,0.017845602282903963,368.0301482994431,0.01768823892709983,374.5978679541131,0.29867156502687237,0.04489150940051244,-0.016046757017313916,-389.2635459510299,-0.01617690035288425,-383.01712841345574,0.29930208911626344,0.041886584976954536
16280,-509860,-1025.0874649206687,-0.014683129176254637,0.31082205108794453,-5.945367625657528E-05,-1014.880584950894,0.01782584419308686,363.98998193373035,0.01766882706193666,370.47841063952546,0.29867156502687237,0.04489150940051244,-0.016027079067407853,-385.219340992338,-0.01615690168599565,-379.04540015595904,0.29930208911626344,0.041886584976954536
16300,-505060,-1015.1975713854958,-0.014629491530001142,0.3108756887341981,-5.9384403158029834E-05,-1005.0867829521655,0.01780608206378326,359.94898956724506,0.017649410851128457,366.3582708142553,0.29867156502687237,0.04489150940051244,-0.016007397094399675,-381.17430920719426,-0.016136899330496623,-375.0727006775312,0.29930208911626344,0.041886584976954536
16320,-500160,-1005.3076778503228,-0.014576111958351273,0.31092906830584804,-5.93151442191709E-05,-995.2949828440555,0.017786323973934544,355.908823195068,0.01762999823218698,362.23913282959734,0.29867156502687237,0.04489150940051244,-0.015987719144462124,-377.1301042420314,-0.016116901463519216,-371.1006540544881,0.29930208911626344,0.041886584976954536
16340,-495360,-995.4177843151499,-0.014522474315046174,0.3109827059491531,-5.924587112051577E-05,-985.5011808298195,0.017766561844599654,351.86783082218426,0.017610581267417096,358.1193123996117,0.29867156502687237,0.04489150940051244,-0.01596803717142279,-373.08507245048276,-0.01609689990806315,-367.1276361454905,0.29930208911626344,0.041886584976954536
16360,-486160,-976.6269865983213,-0.014420769255312972,0.31108441100888634,-5.911426356071223E-05,-966.8945585000002,0.017729017030396456,344.19060610285294,0.017573691170875438,350.29276722015294,0.29867156502687237,0.04489150940051244,-0.015930644641073854,-365.40017349622013,-0.01605890132536021,-359.57911318046513,0.29930208911626344,0.041886584976954536
16380,-466760,-937.0674124576295,-0.014206734854170615,0.3112984454100287,-5.883719948460398E-05,-927.7233541026008,0.017649976591721094,328.02828854972313,0.017496024614462244,333.8179801640481,0.29867156502687237,0.04489150940051244,-0.015851924794813173,-349.2216999197263,-0.015978910319203798,-343.68586379588197,0.29930208911626344,0.041886584976954536
16400,-447360,-897.5078383169378,-0.013992700476505237,0.3115124797876941,-5.856013540761371E-05,-888.5521495805032,0.017570936152794123,311.86597094514195,0.017418352025239302,317.34574800884815,0.29867156502687237,0.04489150940051244,-0.015773204948301898,-333.0432262917296,-0.015898925710842185,-327.79006722678645,0.29930208911626344,0.041886584976954536
16420,-427960,-857.948264176246,-0.013778666122316846,0.3117265141418825,-5.8283071329741434E-05,-849.3809449337074,0.017491895713615528,295.70365328910947,0.01734067340226935,300.87607075457765,0.29867156502687237,0.04489150940051244,-0.015694485101540027,-316.8647526122302,-0.015818947499251803,-311.89172347315434,0.29930208911626344,0.041886584976954536
16440,-408560,-818.3886900355543,-0.013564631791605436,0.3119405484725939,-5.8006007250987144E-05,-810.2097401622133,0.017412855274185315,279.54133558162556,0.01726298874461491,284.40894840126083,0.29867156502687237,0.04489150940051244,-0.015615765254527554,-300.6862788812279,-0.01573897568340966,-295.9908325349612,0.29930208911626344,0.041886584976954536
16460,-389160,-778.8291158948625,-0.013350597484371042,0.3121545827798283,-5.7728943171350855E-05,-771.0385352660213,0.017333814834503487,263.37901782269034,0.01718529805133829,267.94438094892223,0.29867156502687237,0.04489150940051244,-0.015537045407264484,-284.50780509872305,-0.0156590102622929,-280.087394412183,0.29930208911626344,0.041886584976954536
16480,-369760,-739.2695417541707,-0.013136563200613616,0.31236861706358576,-5.7451879090832554E-05,-731.8673302451311,0.01725477439457003,247.21670001230382,0.017107601321501565,251.48236839758624,0.29867156502687237,0.04489150940051244,-0.015458325559750817,-268.3293312647154,-0.015579051234878797,-264.1814091047952,0.29930208911626344,0.041886584976954536
16500,-350360,-699.709967613479,-0.012922528940333189,0.3125826513238662,-5.717481500943225E-05,-692.6961250995427,0.01717573395438496,231.05438215046587,0.01702989855416639,235.02291074727708,0.29867156502687237,0.04489150940051244,-0.01537960571198655,-252.1508573792049,-0.01549909860014521,-248.27287661277336,0.29930208911626344,0.041886584976954536
16520,-331060,-660.1503934727872,-0.012708236630888266,0.312796943633311,-5.689773676742854E-05,-653.5229179337072,0.017096689474483444,214.89123824083396,0.016952185776830477,218.56516701182474,0.29867156502687237,0.04489150940051244,-0.015300881840891158,-235.97155662017425,-0.015419148271476066,-232.3609837145178,0.29930208911626344,0.041886584976954536
16540,-311660,-620.5908193320955,-0.012494202417616977,0.31301097784658233,-5.6620672684266474E-05,-614.3517125390413,0.01701764903379578,198.72892027622495,0.016874470931375552,202.11081929435096,0.29867156502687237,0.04489150940051244,-0.015222161992626337,-219.7930826317899,-0.015339208419364323,-216.4473567231101,0.29930208911626344,0.041886584976954536
16560,-292260,-581.0312451914037,-0.012280168227822654,0.3132250120363768,-5.63436086002224E-05,-575.1805070196774,0.016938608592856504,182.56660226016467,0.016796750045606414,185.6590264779773,0.29867156502687237,0.04489150940051244,-0.015143442144110916,-203.6146085919028,-0.01525927495686719,-200.53118254699552,0.29930208911626344,0.041886584976954536
16580,-272860,-541.471671050712,-0.012066134061505324,0.31343904620269414,-5.606654451529631E-05,-536.0093013756153,0.01685956815166561,166.404284192653,0.016719023118584486,169.20978856272816,0.29867156502687237,0.04489150940051244,-0.0150647222953449,-187.4361345005129,-0.015179347882963507,-184.61246118614974,0.29930208911626344,0.041886584976954536
16600,-253460,-501.91209691002024,-0.01185209991866502,0.3136530803455345,-5.5789480429488216E-05,-496.8380956068551,0.016780527710223092,150.24196607369,0.016641290149370106,152.76310554862795,0.29867156502687237,0.04489150940051244,-0.014986002446328289,-171.25766035762024,-0.015099427196631909,-168.69119264054848,0.29930208911626344,0.041886584976954536
16620,-94460,-177.5235889563518,-0.010096814375352042,0.31540836588884746,-5.351754356483735E-05,-175.63260208608466,0.01613239284933783,17.710294761660492,0.016003648589526822,17.99600419423317,0.29867156502687237,0.04489150940051244,-0.01434049645648135,-38.593508986888914,-0.014444315111780097,-38.04005890801925,0.29930208911626344,0.041886584976954536
16640,99440,218.07215245056042,-0.007956218092323188,0.31754896217187645,-5.074688842626782E-05,216.08147457107628,0.01534198436099556,-143.9137194691702,0.015225486150370062,-146.12164150259892,0.29867156502687237,0.04489150940051244,-0.013553293908922138,123.19206631595532,-0.013645978201198715,121.52240803392775,0.29930208911626344,0.041886584976954536
16660,241040,506.8570436776068,-0.0063936712318495145,0.31911150903235014,-4.872431762406311E-05,502.0316974011883,0.014764988289531667,-261.8988153289065,0.014657047053540321,-265.76574827028,0.29867156502687237,0.04489150940051244,-0.012978638165610668,241.29510132390197,-0.013063596586929502,238.1634195126847,0.29930208911626344,0.041886584976954536
16680,260440,546.4166178182986,-0.0061749577791961625,0.3193302224850035,-4.844725351488626E-05,541.2029064738119,0.01468594784142255,-278.061134811067,0.014579153622620628,-282.1447261336291,0.29867156502687237,0.04489150940051244,-0.012899918309954494,257.4735768313549,-0.012983844800679422,254.1521887232586,0.29930208911626344,0.041886584976954536
16700,279840,585.9761919589903,-0.005916605685307499,0.31958857457889206,-4.815458281245408E-05,580.3741305057193,0.014599513425634215,-295.73538483931026,0.01449396657773187,-300.0529775607069,0.29867156502687237,0.04489150940051244,-0.012819706027777942,273.9587752831695,-0.01290258756567924,270.44670432030915,0.29930208911626344,0.041886584976954536
16720,299240,625.5357660996821,-0.005572186437414288,0.31993299382678525,-4.772216316073554E-05,619.5455036154252,0.014446441723655643,-322.15434299672444,0.014343086109124867,-326.8083269388492,0.29869580394308415,0.04489150940051244,-0.012726557980067974,293.1025274646377,-0.012808234331586076,289.37234115475457,0.29930208911626344,0.041886584976954536
16740,318540,665.0953402403738,-0.0051274839887589935,0.3203776962754405,-4.6923242517026925E-05,658.7190827854165,0.014164148771189732,-323.8383150643766,0.014064774484793619,-328.42520913675986,0.2989741155674154,0.04489150940051244,-0.012553945518006192,328.57777658024764,-0.012633412071708466,324.4528290746316,0.29930208911626344,0.041886584976954536
16760,337940,704.6549143810656,-0.004602055834264447,0.32090312442993496,-4.541747889763595E-05,697.8903325502803,0.013735921671927347,-326.3928332252812,0.013642438974411246,-330.8761396167421,0.2993964510777979,0.04489150940051244,-0.012124790812387352,330.7942929946673,-0.012198895701876336,326.7834813901754,0.2997366054860956,0.041886584976954536
16780,357340,744.2144885217574,-0.003998858518596323,0.3215063217456032,-4.384967891540065E-05,737.0616107191368,0.013284185970883529,-329.0875880743628,0.013196724887196115,-333.45924879505213,0.299842165165013,0.04489150940051244,-0.011683821203546389,333.071831522054,-0.011752613404684722,329.1802797946126,0.3001828877832872,0.041886584976954536
16800,376740,783.7740626624491,-0.003279764416325017,0.3222254158478744,-4.179887212302915E-05,776.2330072777028,0.012681864461645034,-332.6806377358707,0.012602123090334113,-336.8996484926506,0.3004367669618749,0.04489150940051244,-0.011118413325208552,335.9920740983783,-0.011180684886835896,332.2563753445584,0.3007548163011361,0.041886584976954536
16820,396140,823.3336368031408,-0.002415112455447944,0.32309006780875144,-3.895714757456813E-05,815.4044479927786,0.011849865558864327,-337.6437900227458,0.01178020566885684,-341.64482354130075,0.301258684383352,0.04489150940051244,-0.010332334270095554,340.05204852223295,-0.01038608339231359,336.5385170876705,0.30154941779565836,0.041886584976954536
16840,415540,862.8932109438326,-0.001372811671531446,0.324132368592668,-3.44549095840087E-05,854.5758849462292,0.010536278623722303,-345.4797763195666,0.010481158873420332,-349.11984750173076,0.30255773117878865,0.04489150940051244,-0.009082346893413041,346.50803630929187,-0.009123842850836924,343.36093012217555,0.302811658337135,0.041886584976954536
16860,434940,902.4527850845244,-0.00015319101069044915,0.32535198925350894,-2.893881837217472E-05,893.7472734933981,0.008966548950769282,-354.843739889776,0.008926588146755527,-358.02546365337173,0.3041123019054534,0.04489150940051244,-0.0075112142303478,354.62268888403923,-0.007539565457268106,351.95904189688923,0.3043959357307039,0.041886584976954536
16880,454340,942.0123592252162,0.0012280867414961108,0.32673326700569544,-2.230782387481084E-05,932.9186540176371,0.007066897945977213,-366.17579477252565,0.0070420444454250015,-368.76352174447015,0.30599684560678386,0.04489150940051244,-0.005635176968340872,364.3121256555759,-0.005651114480073987,362.2591623557943,0.30628438670789804,0.041886584976954536
16900,473740,981.5719333659079,0.0027453529080774747,0.3282505331722768,-1.4521121962518676E-05,972.0901064606422,0.00483179532847096,-379.5089309466255,0.004820159671113179,-381.34264042628644,0.30821873038109565,0.04489150940051244,-0.0034365315169879633,375.66778287803464,-0.0034424499545766714,374.3767887022573,0.3084930512333953,0.041886584976954536
16920,481440,997.3957630221846,0.0033806329503440367,0.32888581321454335,-1.1226885030613514E-05,987.7598252280101,0.003892871299292031,-385.10992744679726,0.003885313683350074,-386.60911083042737,0.30915357636885893,0.04489150940051244,-0.0024997170371400907,380.5062820128734,-0.002502846546118802,379.555123976987,0.3094326546418532,0.041886584976954536
16940,486340,1007.2856565573575,0.0037836151478599363,0.32928879541205935,-9.128459725613251E-06,997.551720140462,0.0032878887956023,-388.7188508319986,0.0032824955076900444,-389.99691518628856,0.309756394544519,0.04489150940051244,-0.0019098561721626705,383.55282041109723,-0.0019116822728920888,382.82028968968467,0.3100238189150799,0.041886584976954536
16960,491140,1017.1755500925304,0.004191090169332669,0.32969627043353206,-7.02960518276654E-06,1007.3456180081178,0.002682782541314249,-392.3285124309921,0.0026791903035930614,-393.38104451460174,0.3103596997486161,0.04489150940051244,-0.0013198746497538026,386.5999819859373,-0.00132074645149645,386.0897184701188,0.31061475473647543,0.041886584976954536
16980,496040,1027.0654436277034,0.004602890287672636,0.330108070551872,-4.9165491680978695E-06,1017.1374636524448,0.0020763460780960467,-395.9461091720532,0.0020741934507959602,-396.76823032297,0.31096469660141324,0.04489150940051244,-0.0007231370182196629,389.68203779956286,-0.000723398607910977,389.4002442926947,0.3112121025800608,0.041886584976954536
17000,500840,1036.9553371628763,0.0050199144803554675,0.3305250947445548,-2.7444876456061284E-06,1026.9312248532065,0.0014639602718463309,-399.5991957381292,0.0014628897267038217,-400.1841930853515,0.3115760003255055,0.04489150940051244,-9.875099356258088E-05,392.9068932059388,-9.875586976298906E-05,392.8680932598571,0.31183674531820876,0.041886584976954536
17020,505740,1046.8452306980494,0.005438611713575034,0.3309437919777744,-5.728702750174317E-07,1036.722983386166,0.0008516996887168749,-403.2515353063263,0.0008513371983443769,-403.5949845134213,0.3121875528538649,0.04489150940051244,0.000525507354121168,396.13108918087096,0.0005253693234869426,396.33925898143156,0.3124608705114587,0.041886584976954536
17040,510540,1056.7351242332222,0.005860471634878032,0.3313656518990775,1.5991907103041313E-06,1046.5167421648437,0.00023931403391562825,-406.9046209689615,0.0002392854028800054,-407.0019989552245,0.3127996046493293,0.04489150940051244,0.0011498932243620202,399.35594378971143,0.0011492326035288287,399.81516048358395,0.3130847337915006,0.041886584976954536
17060,515440,1066.625017768395,0.00628317595821406,0.33178835622241354,3.77080753819711E-06,1056.3084982508044,-0.00037294639620750087,-410.55695962442456,-0.00037301595801052744,-410.40384388589473,0.31341190601021984,0.04489150940051244,0.0017741514160411536,402.58013895890446,0.0017725794683918254,403.29437708250845,0.31370808065636346,0.041886584976954536
17080,520240,1076.5149113035675,0.006708745492351957,0.3322139257565515,5.94287069640307E-06,1066.1022668269534,-0.0009853326636265532,-414.2100489415302,-0.0009858184229714667,-413.80191425070575,0.31402470847518077,0.04489150940051244,0.0023985379109045767,405.804996793822,0.0023956660101747194,406.7783354630665,0.31433116719814636,0.041886584976954536
17100,525140,1086.4048048387378,0.00713549432903918,0.3326406745932387,8.134997169415837E-06,1075.894099987489,-0.0016091608250488696,-417.93139299094224,-0.0016104569149273343,-417.2588741657831,0.31464934696713664,0.04489150940051244,0.0030229065632157307,409.0297624747694,0.0030183467680826893,410.26622122830497,0.31495384795605436,0.041886584976954536
17120,529940,1096.2946983739084,0.007565453072233215,0.3330706333364327,1.0338613600697125E-05,1085.6879512469761,-0.002239345834161085,-421.69065776722545,-0.002241856918534859,-420.74634654944975,0.31528074697074415,0.04489150940051244,0.003647460750075082,412.2554864124157,0.0036408248962293507,413.7591721181081,0.31557632608420105,0.041886584976954536
17140,534840,1106.184591909079,0.007996300329027933,0.3335014805932275,1.2541779817004179E-05,1095.4798015509293,-0.002869402091861026,-425.4491544981853,-0.002873526718073708,-424.2283698042877,0.31591241677028303,0.04489150940051244,0.004271887335940381,415.48055131103916,0.004262788728182911,417.2554374165143,0.3161982899161547,0.041886584976954536
17160,539640,1116.0744854442496,0.008429833891508306,0.3339350141557079,1.4745386386186716E-05,1105.2736089788648,-0.0034995842806335928,-429.2084024501973,-0.0035057221498800027,-427.70635147186675,0.31654461220208924,0.04489150940051244,0.00489643872766035,418.70626081223105,0.004884490159301994,420.7564303631859,0.31681999134727373,0.041886584976954536
17180,544540,1125.9643789794202,0.008864307086663374,0.3343694873508631,1.6986653236314958E-05,1115.065334526768,-0.004129342201979122,-432.96511950482017,-0.004137891478866202,-431.177258364864,0.31717678153107554,0.04489150940051244,0.005542858150777843,422.04491524891836,0.005527553042520921,424.3842503474002,0.3174630542304928,0.041886584976954536
17200,549340,1135.8542725145908,0.009300823275194528,0.33480600353939416,1.9228377834558043E-05,1124.8590599007568,-0.004759228742770964,-436.72260381754506,-0.004770589933219508,-434.64414104883883,0.3178094799854288,0.04489150940051244,0.006189409596225613,425.3842515601333,0.006170333871833679,428.01712892882284,0.31810583505980555,0.041886584976954536
17220,554240,1145.7441660497611,0.009737087148914851,0.33524226741311447,2.1469643911744648E-05,1134.6507820718057,-0.00538898644693302,-440.47931957659597,-0.005403559413655511,-438.10558249324345,0.31844244946586475,0.04489150940051244,0.006835828796413609,428.7229048454249,0.006812570451960337,431.6535812240494,0.3187480716399323,0.041886584976954536
17240,559040,1155.634059584932,0.010174927187440118,0.33568010745163973,2.371136774213067E-05,1144.4445040911535,-0.006018872771970071,-444.23680260227127,-0.006037059197935381,-441.5629978067814,0.3190759492501447,0.04489150940051244,0.007482380020398363,432.06224001281805,0.007454525872269637,435.2950938850586,0.31939002706024155,0.041886584976954536
17260,563840,1165.5239531201023,0.010613386092093656,0.33611856635629317,2.5953091190563256E-05,1154.2382244418093,-0.00664875898968469,-447.9942849877323,-0.006670960450562994,-445.0156789580928,0.31970985050277234,0.04489150940051244,0.00812893113422126,435.40157461124267,0.00809606934091377,438.9409240269889,0.32003157052888564,0.041886584976954536
17280,568740,1175.413846655273,0.011051397645954674,0.33655657791015425,2.8194356106091167E-05,1164.029941537763,-0.007278516367440381,-451.7509987996597,-0.007305134004278231,-448.4629217608889,0.3203440240564876,0.04489150940051244,0.008775349999367162,438.74022616609454,0.00873707039716245,442.5903252095036,0.3206725715851343,0.041886584976954536
17300,573540,1185.3037401904435,0.011490822352679057,0.33699600261687873,3.0436078786667187E-05,1173.8236585337802,-0.007908402369400346,-455.5084798980719,-0.007939839638830989,-451.90613555636406,0.3209787296910404,0.04489150940051244,0.009421900891727182,442.07955962069826,0.009377791629136292,446.24478941770286,0.3213132928171081,0.041886584976954536
17320,578440,1195.193633725614,0.011929391911531532,0.33743457217573125,3.267734292644014E-05,1183.615372240588,-0.008538159529182068,-459.2651924097115,-0.008574818428758787,-455.3439129307169,0.32161370848096815,0.04489150940051244,0.010068319533132175,445.4182100199637,0.010017971667587647,449.9028228843204,0.3219534728555593,0.041886584976954536
17340,583240,1205.0835272607844,0.012369075688166347,0.33787425595236603,3.4919064839159855E-05,1193.4090858819675,-0.009168045315387457,-463.0226722210755,-0.009210330489528488,-458.77765938010083,0.32224922054173777,0.04489150940051244,0.010714870204029399,448.75754233074696,0.010657872767560132,453.56592114990013,0.32259337395553184,0.041886584976954536
17360,588140,1214.9734207959552,0.012807974322035526,0.33831315458623523,3.716032820317816E-05,1203.2007961996312,-0.009797802257195296,-466.77938343242784,-0.009846116563433059,-462.20597133582135,0.3228850066156424,0.04489150940051244,0.011361288621693586,452.0961915744264,0.011297233888419198,457.232586891672,0.32323273507639083,0.041886584976954536
17380,592940,1224.8633143311256,0.013248171281536611,0.33875335154573627,3.9402049348041854E-05,1212.9945064863743,-0.010427687827646179,-470.5368619567439,-0.010482437102514485,-465.63025044885876,0.3235213271547237,0.04489150940051244,0.012007839071128085,455.43552274138983,0.011936316952988213,460.9043192057435,0.3238718181409598,0.041886584976954536
17400,597840,1234.7532078662964,0.013687563047643212,0.33919274331184285,4.1643311936305854E-05,1222.7862134148954,-0.011057444551480234,-474.2935718678096,-0.01111903251598137,-469.04909699575774,0.3241579225681905,0.04489150940051244,0.012654257265051556,458.77417082948364,0.012574861248411675,464.57961721372067,0.3245103624363833,0.041886584976954536
17420,602640,1244.6431014014668,0.014128099345945217,0.3396332796101448,4.3885032313313914E-05,1232.5799203470037,-0.011687329906176725,-478.05104910507833,-0.011756163593312498,-472.4639087821934,0.3247950536455216,0.04489150940051244,0.013300807493023451,462.1135008526275,0.013213128366146144,468.2599835673954,0.32514862955411783,0.041886584976954536
17440,607540,1254.5329949366374,0.014567829002237236,0.34007300926643674,4.612629412582382E-05,1242.3716238863828,-0.012317086412037059,-481.8077577158576,-0.01239357040978811,-475.8732899300815,0.32543246046199725,0.04489150940051244,0.013947225463206259,465.4521477851361,0.013850857920282964,471.943913832629,0.3257863591082546,0.041886584976954536
17460,612340,1264.4228884718082,0.0150087222625786,0.34051390252677816,4.8368013734976516E-05,1252.1653274638577,-0.01294697155097923,-485.56523366607956,-0.013031514093189683,-479.27863439966023,0.32607040414539884,0.04489150940051244,0.014593775469715634,468.79147666446096,0.014488311171763357,475.63291421701854,0.32642381235973505,0.041886584976954536
17480,617240,1274.3127820069785,0.015462569679932151,0.34096774994413165,5.0609274771732707E-05,1261.9570276140967,-0.013576727838865946,-489.3219409765733,-0.013669734384022,-482.6785501583487,0.3267086244362312,0.04489150940051244,0.015240193216157898,472.1301224413851,0.01512522806079647,479.32547673056007,0.3270607292487681,0.041886584976954536
17500,622040,1284.2026755421489,0.015997946741213142,0.3415031270054125,5.29291016155346E-05,1271.7506874516089,-0.014224832804033794,-493.18810429632936,-0.014326975537411179,-486.17258597177573,0.32736586558962044,0.04489150940051244,0.015912997655850844,475.49331273266705,0.015787713261148188,483.0598367035547,0.3277232144491197,0.04192423202037961
17506,623540,1287.1696436027003,0.016257770806882618,0.341762951071082,5.4052031237209796E-05,1274.687473832798,-0.014531836956543058,-494.7470321198604,-0.014638458295812357,-487.55744891436103,0.32767734834802165,0.04489150940051244,0.01624538962992344,476.2389412466509,0.016114845220070898,483.97562840414497,0.32805034640804237,0.04225136397930232
17520,623540,1280.246718128081,0.01615748797761919,0.3418632339003453,5.378512199148326E-05,1267.7645861201822,-0.014458752462211242,-491.8713048197991,-0.014564298838254327,-484.75945938014473,0.32761629738884795,0.04489150940051244,0.01616649599973855,473.43868561792226,0.016037209745901088,481.09253023508586,0.32798547571398373,0.0421864932852437
17540,623540,1270.3568245929102,0.0160914632831223,0.34192925859484213,5.371516912284659E-05,1257.8746930871416,-0.014438877144965527,-487.7865369987427,-0.0145441321360627,-480.7434471180497,0.32761629738884795,0.04489150940051244,0.016146540153582512,469.35808171414453,0.016017571190421066,476.9365908269504,0.32798547571398373,0.0421864932852437
17560,623540,1260.4669310577397,0.016025438591624055,0.34199528328634043,5.364521625420992E-05,1247.9848000541012,-0.014419001827719812,-483.7017691776863,-0.014523965840558862,-476.72727248384194,0.32761629738884795,0.04489150940051244,0.016126584307426476,465.2774778103668,0.015997932249260605,472.7808142826225,0.32798547571398373,0.0421864932852437
17580,620471,1250.577037522569,0.015967334034256923,0.3420533878437075,5.357569793120016E-05,1238.1563428113584,-0.014399249975492212,-479.6423758413117,-0.014503925220513239,-472.73588537273366,0.32761629738884795,0.04489150940051244,0.01610675242653232,461.2222225251117,0.015978414922646268,468.6510146769387,0.32798547571398373,0.0421864932852437
17600,615620,1240.6871439873985,0.015913828309035795,0.34210689356892854,5.3506431924679724E-05,1228.3635579168472,-0.014379569812537248,-475.59771605763285,-0.014483957737256501,-468.75882549689885,0.32761629738884795,0.04489150940051244,0.016086992525374554,457.1816857735116,0.01595896805523269,464.53636413528824,0.32798547571398373,0.0421864932852437
17620,610769,1230.7972504522281,0.015860322585281056,0.3421603992926832,5.3437165918104454E-05,1218.570773014581,-0.0143598896495667,-471.55305627075086,-0.01446399065267631,-464.78160641878696,0.32761629738884795,0.04489150940051244,0.016067232624201136,453.1411490187116,0.015939520809615592,460.421873271593,0.32798547571398373,0.0421864932852437
17640,605918,1220.9073569170573,0.015806816862992703,0.3422139050149717,5.336789991147432E-05,1208.777988104559,-0.01434020948658057,-467.5083964806659,-0.014444023966756855,-460.80422813839783,0.32761629738884795,0.04489150940051244,0.016047472723012074,449.1006122607118,0.015920073185780478,456.3075420858535,0.32798547571398373,0.0421864932852437
17660,601067,1211.017463381887,0.01575331114217075,0.34226741073579375,5.3298633904789314E-05,1198.9852031867815,-0.014320529323578851,-463.46373668737766,-0.01442405767948222,-456.82669065573066,0.32761629738884795,0.04489150940051244,0.016027712821807358,445.06007549951204,0.015900625183712637,452.19337057807013,0.32798547571398373,0.0421864932852437
17680,596216,1201.1275698467164,0.015699805422815176,0.34232091645514934,5.322936789804947E-05,1189.192418261249,-0.014300849160561548,-459.41907689088623,-0.014404091790836368,-452.8489939707853,0.32761629738884795,0.04489150940051244,0.016007952920586987,441.01953873511223,0.015881176803397137,448.0793587482429,0.32798547571398373,0.0421864932852437
17700,591365,1191.2376763115458,0.01564629970492598,0.3423744221730386,5.316010189125477E-05,1179.399633327961,-0.014281168997528659,-455.3744170911915,-0.0143841263008035,-448.8711380835611,0.32761629738884795,0.04489150940051244,0.01598819301935097,436.9790019675126,0.015861728044819487,443.96550659637256,0.32798547571398373,0.0421864932852437
17720,586514,1181.3477827763752,0.015592793988503197,0.34242792788946147,5.309083588440522E-05,1169.6068483869176,-0.014261488834480187,-451.3297572882938,-0.014364161209367699,-444.89312299405816,0.32761629738884795,0.04489150940051244,0.01596843311809931,432.93846519671314,0.015842278907964753,439.8518141224594,0.32798547571398373,0.0421864932852437
17740,581663,1171.4578892412048,0.015539288273546802,0.3424814336044178,5.302156987750081E-05,1159.8140634381189,-0.014241808671416127,-447.28509748219307,-0.014344196516512933,-440.914948702276,0.32761629738884795,0.04489150940051244,0.01594867321683199,428.89792842271385,0.015822829392818222,435.73828132650385,0.32798547571398373,0.0421864932852437
17760,576812,1161.567995706034,0.015485782560056803,0.34253493931790774,5.295230387054156E-05,1150.0212784815649,-0.014222128508336478,-443.240437672889,-0.014324232222223406,-436.9366152082139,0.32761629738884795,0.04489150940051244,0.015928913315549027,424.8573916455147,0.01580337949936561,431.62490820850644,0.32798547571398373,0.0421864932852437
17780,571961,1151.6781021708637,0.01543227684803319,0.34258844502993135,5.288303786352743E-05,1140.2284935172554,-0.014202448345241245,-439.1957778603818,-0.014304268326483087,-432.9581225118717,0.32761629738884795,0.04489150940051244,0.015909153414250414,420.81685486511543,0.01578392922759155,427.5116947684669,0.32798547571398373,0.0421864932852437
17800,567110,1141.788208635693,0.015378771137475957,0.3426419507404885,5.281377185645844E-05,1130.4357085451902,-0.014182768182130424,-435.1511180446714,-0.014284304829276178,-428.979470613249,0.32761629738884795,0.04489150940051244,0.015889393512936143,416.77631808151625,0.015764478577481755,423.3986410063861,0.32798547571398373,0.0421864932852437
17820,562259,1131.8983151005225,0.015325265428385117,0.3426954564495794,5.2744505849334597E-05,1120.64292356537,-0.01416308801900402,-431.1064582257579,-0.014264341730586766,-425.0006595123454,0.32761629738884795,0.04489150940051244,0.015869633611606232,412.73578129471736,0.015745027549021517,419.28574692226454,0.32798547571398373,0.0421864932852437
17840,557408,1122.008421565352,0.015271759720760683,0.34274896215720374,5.2675239842155915E-05,1110.8501385777945,-0.01414340785586203,-427.06179840364126,-0.01424437903039883,-421.0216892091606,0.32761629738884795,0.04489150940051244,0.015849873710260674,408.69524450471863,0.01572557614219589,415.1730125161025,0.32798547571398373,0.0421864932852437
17860,552557,1112.1185280301813,0.015218254014602623,0.34280246786336166,5.260597383492238E-05,1101.0573535824635,-0.014123727692704455,-423.0171385783214,-0.014224416728696574,-417.04255970369417,0.32761629738884795,0.04489150940051244,0.015830113808899465,404.65470771151996,0.015706124356990373,411.06043778790024,0.32798547571398373,0.0421864932852437
17880,547706,1102.2286344950107,0.015164748309910967,0.3428559735680535,5.253670782763397E-05,1091.264568579377,-0.014104047529531297,-418.9724787497984,-0.014204454825464084,-413.06327099594574,0.32761629738884795,0.04489150940051244,0.015810353907522612,400.61417091512146,0.015686672193390032,406.9480227376582,0.32798547571398373,0.0421864932852437
17900,542855,1092.3387409598404,0.015111242606685697,0.3429094792712788,5.2467441820290705E-05,1081.4717835685353,-0.014084367366342549,-414.9278189180723,-0.014184493320685344,-409.0838230859149,0.32761629738884795,0.04489150940051244,0.015790594006130105,396.57363411552296,0.015667219651380355,402.83576736537674,0.32798547571398373,0.0421864932852437
17920,538004,1082.4488474246696,0.015057736904926821,0.34296298497303757,5.239817581289258E-05,1071.678998549938,-0.014064687203138219,-410.8831590831429,-0.014164532214344558,-405.10421597360124,0.32761629738884795,0.04489150940051244,0.015770834104721954,392.5330973127245,0.01564776673094663,398.7236716710562,0.32798547571398373,0.0421864932852437
