,,,,,,,上フランジ,,,,骨格曲線累積塑性歪,,下フランジ,,,,骨格曲線累積塑性歪,
Step,載荷Q,根元M,部材θ,累積変形角,θ(危険断面),M(危険断面),εn,σn ,εt,σt,Σεpt,Σεpst+,εn,σn,εt,σt,Σεpt,Σεpst+
17940,533153,1072.5589538894988,0.01500423120463434,0.3430164906733299,5.232890980543961E-05,1061.8862135235852,-0.014045007039918301,-406.8384992450104,-0.014144571506425709,-401.1244496590044,0.32761629738884795,0.04489150940051244,0.015751074203298156,388.4925605067262,0.015628313432073906,394.611735654697,0.32798547571398373,0.0421864932852437
17960,528302,1062.669060354326,0.014950725505808218,0.343069996372156,5.225964379793177E-05,1052.093428489475,-0.014025326876682795,-402.7938394036739,-0.014124611196913002,-397.1445241421233,0.32761629738884795,0.04489150940051244,0.0157313143018587,384.4520236975272,0.015608859754747463,390.4999593162986,0.32798547571398373,0.0421864932852437
17980,523451,1052.7791668191528,0.014897219808448508,0.3431235020695158,5.2190377790369084E-05,1042.3006434476092,-0.014005646713431703,-398.74917955913406,-0.014104651285790535,-393.1644394229581,0.32761629738884795,0.04489150940051244,0.0157115544004036,380.4114868851281,0.015589405698952794,386.38834265586223,0.32798547571398373,0.0421864932852437
18000,518600,1042.88927328398,0.014843714112555167,0.34317700776540916,5.212111178275154E-05,1032.5078583979882,-0.013985966550165022,-394.70451971139124,-0.014084691773042293,-389.1841955015088,0.32761629738884795,0.04489150940051244,0.01569179449893284,376.37095006952916,0.015569951264674954,382.2768856733883,0.32798547571398373,0.0421864932852437
18020,513749,1032.999379748807,0.014790208418128243,0.343230513459836,5.205184577507913E-05,1022.7150733406118,-0.013966286386882755,-390.6598598604452,-0.014064732658652485,-385.2037923777747,0.32761629738884795,0.04489150940051244,0.015672034597446437,372.3304132507303,0.015550496451899433,378.16558836887725,0.32798547571398373,0.0421864932852437
18040,508898,1023.1094862136341,0.01473670272516768,0.34328401915279655,5.198257976735187E-05,1012.92228827548,-0.013946606223584903,-386.6152000062958,-0.014044773942605098,-381.2232300517555,0.32761629738884795,0.04489150940051244,0.015652274695944386,368.2898764287316,0.015531041260611505,374.05445074232955,0.32798547571398373,0.0421864932852437
18060,504047,1013.2195926784613,0.014683197033673535,0.3433375248442907,5.1913313759569754E-05,1003.1295032025928,-0.013926926060271471,-382.57054014894356,-0.014024815624884343,-377.24250852345114,0.32761629738884795,0.04489150940051244,0.015632514794426684,364.24933960353314,0.015511585690796224,369.94347279374557,0.32798547571398373,0.0421864932852437
18080,499196,1003.3296991432883,0.014629691343645768,0.3433910305343184,5.1844047751732785E-05,993.3367181219503,-0.013907245896942448,-378.52588028838767,-0.014004857705474324,-373.26162779286045,0.32761629738884795,0.04489150940051244,0.015612754892893332,360.20880277513464,0.015492129742438857,365.83265452312537,0.32798547571398373,0.0421864932852437
18100,494345,993.4398056081153,0.014576185655084404,0.3434445362228798,5.177478174384095E-05,983.5439330335522,-0.013887565733597838,-374.48122042462893,-0.013984900184359026,-369.28058785998394,0.32761629738884795,0.04489150940051244,0.015592994991344334,356.1682659435362,0.015472673415524895,361.7219959304695,0.32798547571398373,0.0421864932852437
18120,482267,968.7150717701829,0.014442293695785528,0.34357842818217865,5.160160971508176E-05,959.0609793803096,-0.013838363333799935,-364.3691614859665,-0.013935006104694095,-359.3268886416917,0.32761629738884795,0.04489150940051244,0.015543593237966748,346.0665150024841,0.015424028973124074,351.44563214496344,0.32798547571398373,0.0421864932852437
18140,462863,929.1554976294913,0.014228270970895138,0.343792450907069,5.1324545682418466E-05,919.8898388717673,-0.013759642680110108,-348.19052196693326,-0.013855183985296858,-343.39954480006725,0.32761629738884795,0.04489150940051244,0.0154645536314581,329.9043676121572,0.01534619609326053,335.0061913983477,0.32798547571398373,0.0421864932852437
18160,443459,889.5959234887995,0.014014248269467015,0.34400647360849707,5.104748164887748E-05,880.718698239139,-0.013680922026170907,-332.0118823966495,-0.013775368236709001,-327.46965372181876,0.32761629738884795,0.04489150940051244,0.015385514024699067,313.74222017063204,0.015268357154721583,318.5693054992075,0.32798547571398373,0.0421864932852437
18180,424055,850.0363493481077,0.013800225591501137,0.3442204962864629,5.077041761445882E-05,841.5475574824247,-0.013602201371982337,-315.83324277511514,-0.013695558857913646,-311.53721540692186,0.32761629738884795,0.04489150940051244,0.015306474417689656,297.5800726779086,0.015190512156564152,302.13497444756723,0.32798547571398373,0.0421864932852437
18200,404651,810.4767752074159,0.013586202936997558,0.34443451894096655,5.049335357916249E-05,802.3764166016243,-0.013523480717544395,-299.65460310233016,-0.013615755847894154,-295.6022298553524,0.32761629738884795,0.04489150940051244,0.015227434810429862,281.41792513398684,0.015112661097844505,285.703198243451,0.32798547571398373,0.0421864932852437
18220,385346,770.9172010667241,0.01337192481760726,0.3446487970603569,5.0216275525420304E-05,763.2032938016725,-0.01344475608012385,-283.4751448484396,-0.01353595516862426,-279.66389067117456,0.32761629738884795,0.04489150940051244,0.0151483912040496,265.254959843402,0.015034800038421515,269.2731457439243,0.32798547571398373,0.0421864932852437
18240,365942,731.3576269260325,0.013157902210082768,0.3448628196678814,4.993921148837082E-05,724.0321526730144,-0.013366035425187796,-267.2965050732832,-0.013456164893430224,-263.7238105174448,0.32761629738884795,0.04489150940051244,0.015069351596289674,249.09281219721316,0.014956936855440155,252.8464793643215,0.32798547571398373,0.0421864932852437
18260,346538,691.7980527853407,0.012943879626020525,0.3450768422519437,4.966214745044366E-05,684.8610114202701,-0.013287314770002376,-251.1178652468763,-0.01337638098396355,-247.78118312697003,0.32761629738884795,0.04489150940051244,0.014990311988279372,232.930664499826,0.014879067609064664,236.42236783231562,0.32798547571398373,0.0421864932852437
18280,327134,652.2384786446489,0.012729857065420559,0.34529086481254356,4.938508341163882E-05,645.6898700434397,-0.013208594114567582,-234.9392253692188,-0.013296603439208573,-231.8360084997259,0.32761629738884795,0.04489150940051244,0.01491127238001869,216.76851675124038,0.014801192298350866,220.00081114793076,0.32798547571398373,0.0421864932852437
18300,307730,612.6789045039571,0.012515834528282867,0.34550488734968127,4.910801937195629E-05,606.5187285425233,-0.01312987345888342,-218.76058544031068,-0.013216832258149873,-215.88828663568816,0.32761629738884795,0.04489150940051244,0.01483223277150763,200.60636895145655,0.014723310922353922,203.58180931119148,0.32798547571398373,0.0421864932852437
18320,288326,573.1193303632654,0.012301812014607474,0.3457189098633567,4.8830955331396095E-05,567.3475869175207,-0.013051152802949885,-202.58194546015199,-0.013137067439772271,-199.93801753483268,0.32761629738884795,0.04489150940051244,0.014753193162746182,184.44422110047435,0.014645423480129217,187.16536232212192,0.32798547571398373,0.0421864932852437
18340,268922,533.5597562225737,0.012087789524394345,0.3459329323535699,4.855389128995821E-05,528.1764451684322,-0.012972432146766983,-186.4033054287427,-0.013057308983060834,-183.98520119713524,0.32761629738884795,0.04489150940051244,0.014674153553734354,168.28207319829377,0.014567529970731252,170.75147018074628,0.32798547571398373,0.0421864932852437
18360,249617,494.00018208188186,0.011873511569676459,0.34614721030828777,4.827681323009002E-05,489.00332150239166,-0.012893707507605894,-170.22384681713612,-0.012977552852249025,-168.02903032545646,0.32761629738884795,0.04489150940051244,0.014595109945606494,152.11910755035763,0.014489626451874038,154.33930264988263,0.32798547571398373,0.0421864932852437
18380,55676,98.40444067496935,0.00973303270571783,0.3482876891722464,4.550615874115373E-05,97.28991415933595,-0.01210649694685157,-8.436624645406647,-0.012180377476111406,-8.334486674895299,0.32761629738884795,0.04489150940051244,0.013804709840360491,-9.503192491301649,0.013710292774616698,-9.63438130620116,0.32798547571398373,0.0421864932852437
18400,-138265,-297.1913007319429,0.007592556189080082,0.3504281656888843,4.2735504164493746E-05,-294.42350558604124,-0.011319286361172803,153.3506026487851,-0.011383837057185493,151.61478326374507,0.32761629738884795,0.04489150940051244,0.013014309710089057,-171.12549765020145,0.012930351237938184,-173.35257787591428,0.32798547571398373,0.0421864932852437
18420,-244888,-514.7689585057452,0.006415180136516356,0.35160554174144815,4.1211637802065355E-05,-509.8667835356733,-0.01088631873620472,242.33394818057724,-0.010946008299049187,239.69582358008057,0.32761629738884795,0.04489150940051244,0.012579587828290412,-260.01813562988355,0.012501122171834413,-263.289056603988,0.32798547571398373,0.0421864932852437
18440,-264292,-554.328532646437,0.00619815240076805,0.3518225694771965,4.0934573736500113E-05,-549.0379286958716,-0.010807598073166644,258.51258962085836,-0.010866424392647168,255.71868945538264,0.32761629738884795,0.04489150940051244,0.012500548212395636,-276.18028493949976,0.012423061442751963,-279.63268990669917,0.32798547571398373,0.0421864932852437
18460,-283696,-593.8881067871288,0.005946139521124183,0.3520745823568403,4.0657509659587015E-05,-588.2090754604238,-0.01072887740690437,274.6912317237769,-0.010786846816080132,271.74410317386094,0.32761629738884795,0.04489150940051244,0.012421508593263597,-292.3424349110779,0.012344994616518693,-295.9737689785014,0.32798547571398373,0.0421864932852437
18480,-303100,-633.4476809278204,0.005612204014951084,0.3524085178630134,4.0303879485945277E-05,-627.3803009988383,-0.010642339485468003,292.4764732076929,-0.010699374196425132,289.36383928830423,0.32761629738884795,0.04489150940051244,0.012306689493828361,-315.82083125271186,0.01223157781354566,-319.7075401586218,0.32798547571398373,0.0421864932852437
18500,-322504,-673.0072550685122,0.005176567938860784,0.3528441539391037,3.948658888020621E-05,-666.5517344132971,-0.010452389100142595,331.5150058752418,-0.010507398977951894,328.04988204129774,0.32761629738884795,0.04489150940051244,0.012031274608245946,-326.53369562591206,0.011959474150851331,-330.46231218683283,0.32821253760069746,0.0421864932852437
18520,-341809,-712.566829209204,0.0046570613119213565,0.353363660566043,3.798402250010833E-05,-705.7248955051559,-0.01002396133892834,333.7170141075055,-0.010074539519062696,330.37184765994925,0.32804915684773717,0.04489150940051244,0.01160414107263247,-329.1161835933117,0.011537329392317273,-332.93529421701487,0.3286346823592316,0.0421864932852437
18540,-361213,-752.1264033498958,0.004064195477089993,0.3539565264008743,3.643526483477835E-05,-744.8960847780697,-0.00958674821979889,335.96417681434804,-0.009632996910906794,332.74337284035687,0.32849069945589315,0.04489150940051244,0.011159491577123027,-331.8045746376118,0.011097683854406216,-335.50734499353104,0.32907432789714264,0.0421864932852437
18560,-380617,-791.6859774905876,0.0033588933207649957,0.3546618285571993,3.4481868654326337E-05,-784.067365112725,-0.009041880716634454,338.7646552988901,-0.009083006611403634,335.7015856946657,0.32904068975539635,0.04489150940051244,0.010592095295138083,-335.23510384873765,0.010536392051233703,-338.785946014979,0.3296356197003152,0.0421864932852437
18580,-400021,-831.2455516312792,0.0025128208971435823,0.3555079009808208,3.179744908990028E-05,-823.2386441268553,-0.008292072111787932,342.6184782066651,-0.008326642581603993,339.7774610785444,0.3297970537851959,0.04489150940051244,0.00981339540000041,-339.9431938059454,0.009765556753782937,-343.2791907803021,0.33040645499776605,0.0421864932852437
18600,-419425,-870.805125771971,0.0014935105434965381,0.3565272113344678,2.7448795541592392E-05,-862.4100070965375,-0.007080139320128887,348.84750028642,-0.007105322443605657,346.3776113829134,0.3310183739231943,0.04489150940051244,0.008549204861252952,-347.5866040807364,0.008512867366949317,-350.5581931660498,0.3316591443845997,0.0421864932852437
18620,-438829,-910.3646999126628,0.0002995361396200804,0.3577211857383443,2.205385404668933E-05,-901.5813564286075,-0.005554021667738982,356.6913515448938,-0.005569502593622726,354.71028004971834,0.3325541937731772,0.04489150940051244,0.007003442826445054,-356.93242107359146,0.006979032624766696,-359.432176877485,0.3331929791267823,0.0421864932852437
18640,-458233,-949.9242740533546,-0.0010553887288602042,0.3590761106068246,1.575539994877806E-05,-940.7527270868951,-0.00378391455186171,365.78924573854556,-0.003791091667311172,364.405130488681,0.33433260469948867,0.04489150940051244,0.0051872101789716485,-367.9135278400315,0.005173802948346886,-369.8219726366247,0.3349982088032021,0.0421864932852437
18660,-477637,-989.4838481940463,-0.0025473005528125225,0.36056802243077696,8.238582725713953E-06,-979.9239982341714,-0.0016513208400126026,376.75022757654824,-0.0016526857731062243,376.1280920742716,0.33647101059369355,0.04489150940051244,0.00303972816400805,-380.8973982258711,0.0030351175313694367,-382.0552227748556,0.33713689422017956,0.0421864932852437
18680,-482488,-999.3737417292192,-0.0029382689823002836,0.3609589908602647,6.22668472433659E-06,-989.7167492285453,-0.0010734129088037618,379.72052534251384,-0.001073989429039967,379.3129284288734,0.3370497069377599,0.04489150940051244,0.002472061373232619,-384.329562957597,0.002469010855859154,-385.27964922477577,0.3377030008956899,0.0421864932852437
18700,-487339,-1009.2636352643922,-0.0033327377020395134,0.36135345958000387,4.214786930882756E-06,-999.5094992108681,-0.0004955050373199458,382.6908228015082,-0.0004956278405090671,382.50119757107393,0.3376280685262908,0.04489150940051244,0.001904394641123822,-387.76172733461914,0.0019025835806007767,-388.50017869018814,0.3382694281709482,0.0421864932852437
18720,-492091,-1019.153528799565,-0.0037333898411035468,0.3617541117190679,2.181873345433281E-06,-1009.3042968390612,8.477803606362589E-05,385.6733281858755,8.477444260894513E-05,385.70602481320117,0.3382084708094088,0.04489150940051244,0.0013271367189524612,-391.2518809137628,0.0013262568514007204,-391.7711256512827,0.33884575490014834,0.0421864932852437
18740,-496942,-1029.043422334738,-0.004137687075481949,0.36215840895344625,1.0133277751169742E-07,-1019.0971675600825,0.0006702040287353431,388.6822668493989,0.0006699795423108814,388.9427632705394,0.33879367590911075,0.04489150940051244,0.0007279029122496275,-394.87490267731164,0.0007276381194125856,-395.16233326894474,0.33944437363213653,0.0421864932852437
18760,-501793,-1038.933315869911,-0.004547550874573694,0.36256827275253817,-2.045784091520133E-06,-1028.889937715898,0.0012870104458242238,391.85249280369595,0.0012861829577948103,392.3568110551566,0.33940987932459465,0.04489150940051244,0.00012214098411178324,-398.5373940531713,0.00012213352550900184,-398.58607180268626,0.3400498782260402,0.0421864932852437
